feature,chi2_score
Lcom/bumptech/glide/manager/SupportRequestManagerFragment;->onDestroy()V,1.89081121174498
Landroid/location/LocationManager;->getProvider(Ljava/lang/String;)Landroid/location/LocationProvider;,1.8464646474127608
Landroid/app/Activity;->getTaskId()I,1.8325855412505887
Landroid/widget/CompoundButton;->performClick()Z,1.8161682114251034
Landroid/webkit/CookieManager;->setAcceptFileSchemeCookies(Z)V,1.8059076105330187
Landroid/widget/CompoundButton;-><init>(Landroid/content/Context;)V,1.6818362033247873
Landroid/text/SpannableStringBuilder;->clear()V,1.6783365399725048
Landroid/service/wallpaper/WallpaperService;->onDestroy()V,1.62715671138012
Landroid/os/Environment;->isExternalStorageEmulated()Z,1.5877390003310174
Landroid/widget/ExpandableListView;->setGroupIndicator(Landroid/graphics/drawable/Drawable;)V,1.534907304853685
Landroid/widget/ScrollView;->draw(Landroid/graphics/Canvas;)V,1.472069859068685
Landroid/widget/RatingBar;-><init>(Landroid/content/Context;)V,1.4441520666799321
Landroid/content/ClipboardManager;->addPrimaryClipChangedListener(Landroid/content/ClipboardManager$OnPrimaryClipChangedListener;)V,1.4276431514444043
Landroid/app/DownloadManager;->query(Landroid/app/DownloadManager$Query;)Landroid/database/Cursor;,1.3431584047422889
Landroid/net/wifi/WifiManager$MulticastLock;->release()V,1.2134602099539173
Landroid/widget/HorizontalScrollView;->fullScroll(I)Z,1.149773034111203
Landroid/net/http/SslCertificate;->saveState(Landroid/net/http/SslCertificate;)Landroid/os/Bundle;,1.09765848186722
Landroid/widget/AdapterView;-><init>(Landroid/content/Context;)V,1.0975726032460944
Landroid/app/WallpaperManager;->getWallpaperInfo()Landroid/app/WallpaperInfo;,1.0683401911359471
Landroid/widget/AbsListView;->setOnScrollListener(Landroid/widget/AbsListView$OnScrollListener;)V,1.0035263052356496
Landroid/bluetooth/BluetoothDevice;->createRfcommSocketToServiceRecord(Ljava/util/UUID;)Landroid/bluetooth/BluetoothSocket;,0.9393574540113417
Landroid/content/ContentResolver;->acquireContentProviderClient(Ljava/lang/String;)Landroid/content/ContentProviderClient;,0.8531604826188202
Landroid/widget/ViewFlipper;-><init>(Landroid/content/Context;)V,0.8427580623189398
Landroid/app/Fragment;->getChildFragmentManager()Landroid/app/FragmentManager;,0.8117943833357105
Landroid/widget/ProgressBar;->setMax(I)V,0.7835455060972233
Landroid/widget/GridView;->smoothScrollToPosition(I)V,0.7802941788895038
Landroid/view/View;->setRight(I)V,0.7706756793942882
Landroid/content/ClipboardManager;->removePrimaryClipChangedListener(Landroid/content/ClipboardManager$OnPrimaryClipChangedListener;)V,0.7213590260131915
Landroid/view/View;->setLongClickable(Z)V,0.653086610497264
Landroid/os/CountDownTimer;->start()Landroid/os/CountDownTimer;,0.6034455491702799
Landroid/view/Display;->getOrientation()I,0.5730170604589883
Landroid/webkit/WebView;->setPictureListener(Landroid/webkit/WebView$PictureListener;)V,0.5442626272592683
Landroid/widget/PopupWindow;-><init>(Landroid/view/View;)V,0.5391432787539763
Landroid/bluetooth/BluetoothDevice;->getBondState()I,0.5097718897983208
Landroid/hardware/camera2/CameraManager;->getCameraCharacteristics(Ljava/lang/String;)Landroid/hardware/camera2/CameraCharacteristics;,0.5024727934189095
Landroid/os/Environment;->isExternalStorageRemovable()Z,0.46413783548592513
Landroid/app/Activity;->dispatchKeyEvent(Landroid/view/KeyEvent;)Z,0.4534008063349667
Landroid/media/AudioManager;->stopBluetoothSco()V,0.4171663602491624
Landroid/webkit/WebView;->getScale()F,0.40644878564951653
Landroid/widget/HorizontalScrollView;->draw(Landroid/graphics/Canvas;)V,0.3701140852454352
Landroid/view/inputmethod/InputMethodManager;->isActive(Landroid/view/View;)Z,0.3462271531141706
Landroid/app/Dialog;->onTouchEvent(Landroid/view/MotionEvent;)Z,0.33250679703841474
Landroid/media/AudioManager;->setMode(I)V,0.3115200354498633
Landroid/bluetooth/BluetoothAdapter;->getDefaultAdapter()Landroid/bluetooth/BluetoothAdapter;,0.30305173332265734
Landroid/app/ListActivity;-><init>()V,0.3002407027864974
Landroid/widget/TableLayout;-><init>(Landroid/content/Context;)V,0.27647768516316
Landroid/widget/BaseExpandableListAdapter;->notifyDataSetChanged()V,0.25507393926143074
Landroid/app/WallpaperManager;->setBitmap(Landroid/graphics/Bitmap;)V,0.18487003443508163
Landroid/widget/RemoteViews;->clone()Landroid/widget/RemoteViews;,0.18436845364201204
Landroid/nfc/NfcAdapter;->disableForegroundDispatch(Landroid/app/Activity;)V,0.16834054728445208
Landroid/text/Layout;->getLineLeft(I)F,0.16321972737932972
Landroid/widget/TextView;->setTextIsSelectable(Z)V,0.13051768858765683
Landroid/accessibilityservice/AccessibilityServiceInfo;->loadDescription(Landroid/content/pm/PackageManager;)Ljava/lang/String;,0.12437886785020125
Landroid/service/wallpaper/WallpaperService;->onCreate()V,0.11001722238364664
Landroid/app/ActivityManager;->isUserAMonkey()Z,0.11001722238364664
Landroid/app/Activity;->setTaskDescription(Landroid/app/ActivityManager$TaskDescription;)V,0.10630391726491123
Landroid/widget/Spinner;-><init>(Landroid/content/Context;)V,0.051964942748960956
Landroid/widget/Chronometer;->stop()V,0.051597472481040754
Landroid/os/UserManager;->isUserRunning(Landroid/os/UserHandle;)Z,0.05094377060871771
Landroid/graphics/drawable/LevelListDrawable;-><init>()V,0.0505085284207919
Landroid/view/View;->setWillNotCacheDrawing(Z)V,0.03995281548607725
Landroid/view/ViewGroup;->setLayoutTransition(Landroid/animation/LayoutTransition;)V,0.03900571972171421
Landroid/view/View;->setTop(I)V,0.03731924647776856
Landroid/app/Service;->stopForeground(Z)V,0.03619966705262627
Landroid/text/Layout;->getLineRight(I)F,0.03426820018595832
Landroid/view/Window;->setAttributes(Landroid/view/WindowManager$LayoutParams;)V,0.03364929613017888
Landroid/widget/TabHost;->setCurrentTabByTag(Ljava/lang/String;)V,0.02658404785269122
Landroid/widget/Chronometer;->setBase(J)V,0.014517148819282392
Landroid/widget/DatePicker;-><init>(Landroid/content/Context;)V,0.013056993451963546
Landroid/app/ProgressDialog;->incrementProgressBy(I)V,0.01257519163637255
Landroid/content/Intent;->getIntegerArrayListExtra(Ljava/lang/String;)Ljava/util/ArrayList;,0.012376018351224271
Landroid/widget/CheckBox;-><init>(Landroid/content/Context;)V,0.009965160136968399
Landroid/bluetooth/BluetoothAdapter;->getBondedDevices()Ljava/util/Set;,0.003340381394227293
Landroid/view/View;->setFocusableInTouchMode(Z)V,0.0026620489900467774
Landroid/widget/TextView;->setKeyListener(Landroid/text/method/KeyListener;)V,0.0013062943999771598
